1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,GarageArea,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd,SalePrice
1040,0,0,3,369,3,671,286,2,1959,1040,3,7560,70,0,0,5,5,1040,1959,1959,133700
1707,0,2,3,0,6,1686,511,2,1981,1707,3,16669,69,653,64,6,8,1686,1981,1981,228000
955,0,3,3,0,6,935,462,0,1998,1632,3,9084,63,0,28,5,7,935,1998,1998,176500
1392,0,3,3,1302,7,90,528,3,1957,1392,3,11341,69,180,0,6,5,1392,1957,1996,121500
1319,0,3,3,428,1,0,270,3,1953,1319,3,10634,79,0,0,6,5,608,1953,1953,123000
742,742,3,3,0,6,742,390,0,2005,1484,2,12589,149,0,24,5,6,742,2005,2005,174000
971,0,3,1,523,7,448,300,3,1969,971,3,9920,69,0,0,6,5,971,1969,1969,128500
1062,0,3,0,539,0,490,539,2,1976,1062,3,11333,69,0,0,5,6,1029,1976,1976,146800
980,0,4,1,945,7,0,0,1,0,980,3,9400,35,250,0,5,6,945,1975,1975,127500
1405,0,2,3,0,6,1405,478,2,2003,1405,2,3136,69,163,36,5,7,1405,2003,2003,171750
959,712,3,3,786,2,173,472,0,2000,1671,3,10852,58,0,38,5,6,959,2000,2000,173000
1074,0,3,3,788,0,268,495,2,1975,1074,3,10140,78,0,88,6,5,1056,1975,1975,153500
1547,720,2,4,0,4,0,672,3,1979,2320,3,14762,69,0,144,6,5,0,1948,1950,169000
918,0,2,3,0,6,918,264,3,1979,918,3,7892,55,0,0,5,6,918,1979,1979,99500
1437,0,3,1,1157,0,280,528,2,1976,1437,2,10768,90,0,21,8,5,1437,1976,2004,218000
1069,0,2,3,360,0,709,440,2,1977,1069,3,4043,53,0,55,5,6,1069,1977,1977,127500
829,727,4,3,298,5,429,441,4,1968,1556,3,11700,78,0,0,6,6,727,1968,1968,154000
824,1070,4,3,624,2,193,510,4,2002,1894,2,11316,80,44,40,5,7,817,2002,2003,214900
1973,0,3,0,0,6,1935,895,0,2006,1973,2,14226,110,375,45,5,8,1935,2006,2006,395000
1898,1080,5,3,0,6,710,564,0,1961,2978,2,11275,96,300,0,7,7,710,1967,2007,242000
848,0,1,0,662,2,186,420,2,2004,848,2,4438,69,205,0,5,6,848,2004,2004,149000
804,670,3,3,0,6,384,400,0,1995,1474,3,8530,69,22,72,5,7,384,1995,1996,168500
1056,0,3,3,480,1,108,260,3,1954,1056,3,9250,80,0,0,7,5,1056,1954,2005,139400
902,0,2,0,301,1,239,484,3,1983,902,3,8885,69,0,0,5,5,864,1983,1983,131000
1032,0,3,0,605,0,427,564,3,1978,1032,3,10395,69,233,0,6,6,1032,1978,1978,148000
1077,0,2,3,0,6,961,338,3,1920,1077,3,8967,60,0,0,2,5,961,1920,1950,67000
1235,0,2,3,600,5,635,480,3,1961,1235,3,8500,85,203,0,3,5,1235,1961,1961,98600
1442,0,3,2,738,2,172,719,0,1990,1442,2,10357,114,0,244,5,7,910,1990,1991,179900
483,504,2,3,387,0,96,264,3,1971,987,3,1680,21,232,0,5,6,483,1971,1971,85400
1004,0,2,1,975,2,0,504,3,1977,1004,3,10530,78,90,0,5,6,975,1977,1977,135000
1006,0,3,3,288,2,718,0,1,0,1006,3,9000,69,0,24,3,5,1006,1959,1959,80000
936,780,6,3,210,7,570,0,1,0,1716,1,5687,55,0,184,6,5,780,1912,2000,135900
860,0,3,3,0,6,860,565,2,2004,1720,2,11645,89,0,70,5,7,860,2004,2004,196500
960,0,2,3,250,0,710,308,3,1997,960,1,6000,50,0,0,4,4,960,1920,1950,108500
1604,0,3,3,1334,2,270,660,2,2006,1604,2,8814,68,180,110,5,7,1604,2006,2006,220000
2217,0,4,1,351,0,1043,621,3,1970,2217,2,15865,95,0,207,6,8,2217,1970,1970,268000
1844,0,3,0,1110,5,734,540,2,1969,1844,2,16381,69,312,73,5,6,1844,1969,1969,223000
799,772,3,3,0,6,799,380,2,1993,1571,3,7837,59,0,40,7,6,799,1993,1994,178000
1479,0,3,3,0,6,1468,577,2,1999,1479,2,9382,93,125,25,5,7,1468,1999,2000,191000
1619,167,3,1,1249,7,103,529,0,1965,1786,3,164660,69,0,0,6,5,1499,1965,1965,228950
1632,0,3,3,620,5,0,338,2,1958,1632,3,9600,80,183,0,6,6,1240,1958,1988,139000
866,902,3,0,20,2,846,578,2,2007,1768,2,10769,68,0,105,5,8,866,2007,2007,212000
1096,0,3,2,75,1,230,299,0,1969,1096,3,15870,69,0,32,5,5,1096,1969,1969,138800
1236,857,3,3,0,6,791,542,0,1986,2093,3,20544,46,123,63,6,7,791,1986,1991,215000
660,688,3,3,512,1,148,453,2,1966,1348,3,7590,69,266,108,5,6,660,1966,1966,155000
728,728,3,0,648,2,80,410,0,2005,1456,2,8199,63,0,18,5,7,728,2005,2005,189000
1600,0,2,1,1277,1,207,319,2,1957,1600,3,16321,47,0,258,6,5,1484,1957,1997,207500
1700,0,3,0,340,2,1342,544,2,2003,1700,2,9135,70,120,23,5,6,1682,2003,2003,200000
808,785,3,3,0,6,808,389,2,1993,1593,3,9636,69,0,40,5,6,808,1992,1993,178000
1363,0,2,3,650,1,178,288,3,1951,1363,3,14559,75,70,42,7,5,1008,1951,2000,164900
855,586,3,3,311,0,544,440,3,1978,1441,3,2289,24,0,0,6,6,855,1978,1978,148500
1710,0,2,1,1400,7,310,866,2,2007,1710,2,13891,107,436,102,5,8,1710,2007,2008,372402
1222,888,3,3,695,2,253,463,2,1994,2110,2,8880,69,0,130,5,7,948,1994,2002,205000
725,754,3,3,533,2,192,475,2,1976,1479,2,13517,69,289,44,8,6,725,1976,2005,130500
767,0,1,0,584,2,0,367,0,1998,767,3,4058,34,182,40,5,7,723,1998,1998,133000
664,0,3,0,554,2,100,426,2,2006,1496,2,17104,58,0,24,5,7,654,2006,2006,179665
1567,0,1,0,1154,2,366,648,0,2006,1567,0,3982,53,0,0,5,8,1520,2006,2006,264561
1148,0,2,2,210,3,219,308,3,1952,1148,3,6420,57,0,0,7,5,980,1952,1952,123500
1120,850,3,2,0,6,1085,753,0,2006,1970,0,11065,86,788,74,5,8,1085,2006,2006,281000
1453,1357,4,3,482,2,971,750,2,1990,2810,2,9572,69,336,0,5,8,1453,1990,1990,302000
1470,0,4,3,986,2,484,696,4,1998,2630,2,9200,80,473,66,5,8,1470,1998,1998,315000
1105,1169,5,3,443,5,662,480,4,1960,2274,3,11600,80,361,0,5,5,1105,1960,1960,154300
1261,0,3,3,662,0,599,433,2,1958,1261,3,9120,76,0,0,6,6,1261,1958,1958,163000
1486,0,3,3,637,1,849,480,0,1968,1486,3,9937,75,0,0,7,5,1486,1964,1999,167000
773,0,2,3,570,7,203,240,3,1953,773,3,7677,57,0,0,5,5,773,1953,1953,110000
1537,0,3,3,0,7,1319,462,2,1962,1537,2,8400,80,237,36,9,6,1319,1962,2005,174000
866,913,0,0,0,6,866,546,2,1998,1779,2,10400,80,0,36,5,7,866,1998,1998,197900
1225,0,3,3,569,0,381,0,1,0,1225,3,9320,77,0,0,5,4,950,1959,1959,128950
848,0,1,0,659,2,189,420,0,2003,848,2,4435,36,170,0,5,6,848,2003,2003,131500
780,596,3,3,0,6,780,198,3,1937,1376,3,8600,50,0,0,6,6,780,1937,1950,119500
742,729,3,3,381,2,348,440,3,1999,1471,3,3230,34,894,24,5,6,729,1999,1999,172500
869,0,2,3,0,6,440,0,1,0,869,1,5900,51,0,0,7,4,440,1923,1958,85500
729,729,2,3,419,2,310,440,3,1999,1458,3,3230,34,1129,32,5,6,729,1999,1999,176000
894,0,3,3,762,0,102,440,3,1974,894,3,13350,100,0,0,5,5,864,1974,1974,142500
885,833,3,3,0,6,832,427,0,1998,1718,3,10141,74,40,94,5,7,832,1998,1998,185000
1701,0,3,1,1390,0,0,611,0,1975,1701,3,16647,69,0,0,5,5,1390,1975,1981,171000
864,0,3,3,600,1,264,576,3,1980,864,3,12735,69,0,0,5,4,864,1972,1972,111250
1094,761,3,3,0,6,528,512,2,1976,1855,3,9600,80,360,100,7,6,528,1976,1994,187000
1651,0,3,3,1398,0,0,616,0,1986,1651,3,12416,47,132,0,5,6,1606,1986,1986,184000
612,612,0,0,0,6,612,528,2,2009,1224,2,3951,40,76,234,5,6,612,2009,2009,164500
928,0,3,3,308,5,620,288,0,1957,928,3,6000,50,0,0,6,5,928,1957,1957,112500
372,720,3,4,0,4,0,0,1,0,1092,1,5600,70,0,0,5,4,0,1930,1950,55000
832,809,3,3,16,3,712,546,3,1925,1641,0,9600,60,0,0,7,7,728,1925,1990,178000
708,708,3,3,404,0,304,776,2,1968,1416,3,11700,90,420,169,6,6,708,1968,1968,179900
1058,846,3,0,546,2,512,736,0,2003,1904,0,10927,74,280,60,5,8,1058,2005,2005,275000
936,0,2,3,248,1,448,308,0,1956,936,3,5868,74,0,0,7,5,936,1956,2000,129000
716,840,3,3,81,7,23,452,0,1980,1556,3,1950,24,0,0,6,6,716,1980,1980,151000
864,0,2,3,120,3,744,400,3,1951,864,3,19138,140,0,0,5,4,864,1951,1951,141000
1654,0,3,3,986,2,668,900,3,2002,1654,2,8125,69,295,136,5,7,1654,2002,2002,230000
1416,0,3,3,0,6,816,576,3,2007,1416,2,25339,69,0,0,7,5,816,1918,2007,112000
1268,1097,0,2,1163,2,89,856,4,1999,2365,2,9430,82,673,128,5,8,1252,1999,1999,337000
1067,0,2,3,442,1,625,436,3,1996,1067,2,9600,60,0,0,7,4,1067,1950,1995,128000
1318,584,4,4,0,4,0,539,3,1978,1902,3,8930,68,0,0,5,6,0,1978,1978,112000
1557,0,2,1,0,6,1374,420,0,2003,1557,2,3196,69,18,20,5,7,1374,2003,2004,234000
1195,644,4,3,0,6,1195,486,0,1998,1839,3,16770,58,30,81,5,7,1195,1998,1998,221000
